a,b
0.0204765913076699,0.471608830848709
0.0205521963071078,0.761906204512343
0.0205656178295612,0.311007985612378
0.0207748825196177,0.806933007668704
0.0209885805379599,0.293409608304501
0.0210870611481369,0.543985242489725
0.0212357447016984,0.794903830392286
0.0214057769626379,0.971796141006052
0.0218507510144264,0.193303545936942
0.0219738169107586,0.941050864756107
0.0221759676933289,0.236455029109493
0.022246747976169,0.0973185263574123
0.0225429343990982,0.353661997243762
0.0233328484464437,0.736416755244136
0.0234645514283329,0.732282031327486
0.0234645593445748,0.471680523827672
0.0235634492710233,0.289558444637805
0.0241758669726551,0.321991115109995
0.0242077824659646,0.702626317273825
0.0244638733565807,0.265076218405738
0.0247997951228172,0.729581068269908
0.0249757999554276,0.242291694041342
0.0252858751919121,0.460203941212967
0.0255632984917611,0.521390790818259
0.0262075024656951,0.0334884512703866
0.0263246598187834,0.118395938538015
0.0264943635556847,0.0892087309621275
0.0265339429024607,0.008556202519685
0.0267695561051369,0.496507345698774
0.0270641734823585,0.378620435483754
0.0272254687733948,0.99039869941771
0.0275219115428627,0.863795918878168
0.0275571511592716,0.822534857783467
0.0275981151498854,0.432563125155866
0.0276962444186211,0.923427954781801
0.0279553693253547,0.723805874120444
0.0279732027556747,0.708945885300636
0.0283645065501332,0.26727632409893
0.0286249285563827,0.862885476788506
0.0286370757967234,0.69947382574901
0.0289245361927897,0.768723920220509
0.0290923102293164,0.174998103640974
0.0290938357356936,0.31731931027025
0.0293670170940459,0.82324817427434
0.0294216764159501,0.403624260332435
0.0298348381184042,0.268298455514014
0.0299104161094874,0.880088198231533
0.0301906464155763,0.538770232349634
0.0302645561750978,0.766965611139312
0.0307871396653354,0.297887231456116
0.0310829961672425,0.728913267375901
0.0311929879244417,0.416456124046817
0.0312327682040632,0.450885256286711
0.0313152591697872,0.72420501941815
0.0314958416856825,0.658989521209151
0.0315254500601441,0.240626925602555
0.0329212523065507,0.553724256809801
0.0329979653470218,0.449156036833301
0.0332210820633918,0.551661409903318
0.0334027393255383,0.183305171551183
0.0334278382360935,0.215159450192004
0.0335491201840341,0.68298543873243
0.0340570246335119,0.754362868377939
0.0343784706201404,0.504436592804268
0.0346872571390122,0.222748208791018
0.0348468590527773,0.811476844362915
0.0350179211236537,0.340662936680019
0.0355104834306985,0.858225073199719
0.0360157520044595,0.849762683734298
0.0361273058224469,0.41896787728183
0.036268588854,0.16534198471345
0.036494419677183,0.853549165418372
0.036633069626987,0.524759816937149
0.0367023341823369,0.34289831481874
0.036739390110597,0.0096584935672581
0.0370187547523528,0.820338685298339
0.0371743913274258,0.989303488051519
0.0372552508488297,0.355440166313201
0.0377128378022462,0.281932656653225
0.0380237658973783,0.0164881392847747
0.0381715400144458,0.860517003340647
0.0383671207819134,0.792298610787839
0.0385128995403647,0.749147706199437
0.0390638287644833,0.855056144762784
0.0393930128775537,0.287916266126558
0.0394779047928751,0.395083315204829
0.0395125821232796,0.929689824115485
0.0395574397407472,0.674955484922975
0.039915369823575,0.464875446632505
0.0401045389007777,0.221099419053644
0.0402692891657352,0.906616628170013
0.0402849151287228,0.818459900794551
0.0404747475404292,0.510442377300933
0.0405438637826592,0.700419714441523
0.0405985431279987,0.899442783789709
0.0407256854232401,0.176411118125543
0.0409534871578217,0.474626790732145
0.0416687109973282,0.177774226292968
0.0418444252572954,0.975922958692536
0.0420250603929162,0.037605810444802
0.0421016057953239,0.707715658470988
0.0423028729856014,0.155069118132815
0.0423067365773022,0.712771227117628
0.0427090607117862,0.429968514014035
0.0430328287184238,0.870277476031333
0.0430810046382248,0.159972895868123
0.0430881604552269,0.777207156410441
0.0433417619206011,0.325687545584515
0.0433577648364007,0.0021854613441973
0.0434886638540775,0.184231594903395
0.0435235118493438,0.491146295564249
0.0438486675266176,0.546996529446915
0.0440775584429503,0.98835663497448
0.0442604657728225,0.387487847357988
0.0443593796808273,0.565408803289756
0.0446109524928033,0.615482933819294
0.0449380513746291,0.861107785953209
0.0451100505888462,0.942676858976483
0.0453611353877932,0.222448237007484
0.0458096698857844,0.306618173839524
0.0461013927124441,0.514783576363698
0.0462449407204986,0.549902070080861
0.0462945788167417,0.912722382461652
0.0464354399591684,0.576812769984826
0.0466301823034883,0.815912615973502
0.0469444037880749,0.193341723876074
0.0469833391252905,0.687194214668125
0.0471076362300664,0.855283204931766
0.0473979560192674,0.0007220623083412
0.0474185072816908,0.63380892504938
0.0480385608971119,0.643626077333465
0.0483318516053259,0.246493397280574
0.0484159900806844,0.366014887345955
0.0488387390505523,0.135958172148094
0.048918844666332,0.116528837243095
0.0491877046879381,0.185700498288497
0.0491893801372498,0.37343925377354
0.0501045191194862,0.66813863394782
0.0502897296100855,0.919207102619112
0.0503625627607107,0.694383873837069
0.0504507825244218,0.0509944742079824
0.0507394971791655,0.956644294317812
0.0509948616381735,0.852556159254164
0.051014402648434,0.0628730654716492
0.0510932344477624,0.403150397585705
0.0514000854454935,0.878918575355783
0.0515104641672224,0.0076522924937307
0.0519077472854406,0.476327892392874
0.0519918925128877,0.232225397136062
0.0520552573725581,0.41044088313356
0.0520815020427108,0.0413073182571679
0.0526536498218775,0.392790688667446
0.0529325560200959,0.987327858107165
0.0529889920726419,0.162211832823232
0.0536993141286075,0.621894396841526
0.0538313365541399,0.56090877042152
0.053887139307335,0.578663774067536
0.0540909159462899,0.0202175320591778
0.0540917373728007,0.004740985808894
0.0541492556221783,0.523903765017167
0.0543596935458481,0.957091676071286
0.0543959687929601,0.97926428518258
0.054660536814481,0.0510598830878735
0.0552003073971719,0.422519257059321
0.0553036436904222,0.445713649503887
0.0557786324061453,0.681838527321816
0.0559822302311659,0.948385883588344
0.056089898571372,0.0054459045641124
0.0561220147646964,0.995909536490217
0.0561811961233616,0.81001258129254
0.0567777983378619,0.272371944738552
0.0568474284373224,0.209704177919775
0.0570179948117584,0.711257460061461
0.0572203069459647,0.207706711022183
0.0574898975901306,0.17526797298342
0.057496210327372,0.734222154831514
0.0577952328603715,0.384417247259989
0.057995134498924,0.0072040746454149
0.0582713200710714,0.283941845875233
0.058313577901572,0.37172427168116
0.0583289577625692,0.646854514721781
0.0587861074600369,0.161312091397122
0.0591084009502083,0.940589074511081
0.0593235685955733,0.610492422943935
0.0595959813799709,0.236273981397972
0.0599344279617071,0.176557722734287
0.0599473698530346,0.370568604208529
0.0599693355616182,0.146990839624777
0.0600789522286505,0.330551134888083
0.0602197577245534,0.67697724327445
0.0604303749278188,0.119301545899361
0.0604752469807863,0.361252440838143
0.0605482656974345,0.876642740564421
0.0605623540468514,0.976309795165434
0.0606043660081923,0.429540594574064
0.0606502832379192,0.229120346019045
0.0607466401997954,0.331908960826695
0.0608774528373033,0.10006387042813
0.0609199821483344,0.0714407698251307
0.0611718520522118,0.808851903304458
0.0612182833719999,0.454365492565557
0.0614394652657211,0.0073194948490709
0.0615892328787595,0.048080287873745
0.0627248431555927,0.652217958122492
0.0627941554412246,0.272470913128927
0.0630589383654296,0.986310916487128
0.0630953484214842,0.621222523972392
0.0632431821431965,0.882974859327078
0.0633485186845064,0.363526536384597
0.0640298591461033,0.609479563077912
0.0646143581252545,0.905051743378863
0.0646901708096266,0.0756975205149502
0.0649313831236213,0.400290224701166
0.0651755146682262,0.202190431300551
0.065580697497353,0.120702761225402
0.0658356591593474,0.621825733687729
0.0658522099256516,0.75948200118728
0.066012748517096,0.0019242053385824
0.0662221075035632,0.78726036217995
0.0663918976206332,0.230176001088694
0.0664655140135437,0.746033965842798
0.0670117370318621,0.714885704452172
0.0670163035392761,0.93183493707329
0.0670656075235456,0.193480812013149
0.0670900419354439,0.869153309147805
0.0671545024961233,0.513629831839353
0.0671589144039899,0.650696350261569
0.0673466119915247,0.201060793595389
0.0674941344186664,0.997420361498371
0.0675750994123519,0.431588081177324
0.0685921553522348,0.218821671325713
0.068624866893515,0.835758520290256
0.0686298408545554,0.139618934830651
0.0691326525993645,0.153900538571179
0.0692823592107743,0.116159807890654
0.0703067244030535,0.930149579187855
0.0711502463091165,0.223392001353204
0.0712277886923403,0.323701359564438
0.0714403120800853,0.401804593158886
0.0715508926659823,0.296158315846697
0.0715705337934196,0.768759119557217
0.0715824814978987,0.0119794115889817
0.0721453747246414,0.0927926269359887
0.0722267951350659,0.265938044060022
0.0722433980554342,0.0742599326185882
0.0722442707046866,0.537316450616345
0.0727687054313719,0.971614829497412
0.0728668251540512,0.46367145772092
0.073121348163113,0.864129359135404
0.073493875330314,0.721310766879469
0.0737340827472508,0.5587063357234
0.0740938386879861,0.875783518189564
0.074157836381346,0.24509159126319
0.0743363983929157,0.226636317092925
0.0744278056081384,0.691615199204534
0.074481745949015,0.86536437808536
0.0745518316980451,0.0151800694875419
0.0745726653840393,0.651350742904469
0.0746789155527949,0.0659720951225609
0.0746912192553282,0.439860948361456
0.0747797773219645,0.538262265501544
0.0749086188152432,0.712212827987969
0.0749960064422339,0.844636031892151
0.0755279983859509,0.599297667620704
0.075543443672359,0.625355789903551
0.0757132242433727,0.318303207634017
0.0757255689240992,0.895567822502926
0.0760045438073576,0.191420402843505
0.0761323128826916,0.0968105827923864
0.0767510561272502,0.432131056906655
0.0768989161588252,0.654128296999261
0.0774644811172038,0.171219590120018
0.0774904256686568,0.719461384695023
0.0775413287337869,0.0999470674432814
0.0775550282560289,0.175107639515772
0.0777109647169709,0.250753300730139
0.077893955167383,0.841386356856674
0.0784384480211884,0.553382021607831
0.0784393229987472,0.925016636028886
0.0786539653781802,0.315295372856781
0.0789335300214589,0.442136073717847
0.0798985741566867,0.782030795933679
0.079988060053438,0.617022252641618
0.0806717893574387,0.948477075900882
0.0808726795949042,0.771790779428557
0.0809386156033725,0.170362204080448
0.0812613093294203,0.035161362728104
0.0812954290304333,0.498827603412792
0.0823132200166583,0.532458535861224
0.0823410153388977,0.0783828145358712
0.0824034737888724,0.336316923145205
0.0824794243089855,0.190662527922541
0.0827023470774293,0.673855574335903
0.0831054509617388,0.286605055676773
0.0831870993133634,0.254008516669273
0.0832896500360221,0.960706917801872
0.0835649380460382,0.983042682753876
0.0836526327766478,0.496951035223901
0.0836796690709889,0.656645036069676
0.0846368158236146,0.105104023357853
0.0849045622162521,0.81785166519694
0.0849281346891075,0.724632838275284
0.0850734924897552,0.763578718295321
0.0853302958421409,0.381467714672908
0.0856219022534788,0.999554896261543
0.0857533174566925,0.926596397534013
0.0858124454971403,0.995216626906767
0.0859242912847549,0.834967631381005
0.0860670919064432,0.0585808758623898
0.0865959352813661,0.609335262328386
0.0866627155337483,0.59189775492996
0.0876824879087508,0.358055595075712
0.0877591988537461,0.0365541195496917
0.0878489692695439,0.119949364569038
0.0879673950839788,0.700301436940208
0.0880076333414763,0.831873666495085
0.0880249987822026,0.190437430981547
0.0880416699219495,0.338960711378604
0.0881089568138123,0.643920569680631
0.0882199802435935,0.604225192917511
0.0883661899715662,0.931493657408282
0.0884830034337938,0.51837654854171
0.0890289780218154,0.948940200963989
0.0893295709975064,0.995706438785419
0.0894226613454521,0.666315554874018
0.0897399252280593,0.61495125037618
0.0897833188064396,0.567751709604636
0.0902187786996365,0.995415480108932
0.090268750442192,0.476840959861875
0.0903714396990836,0.919161624275148
0.0903909218031913,0.731631540460512
0.0904450409580022,0.218524728668854
0.0904547581449151,0.361470019211993
0.0905299910809845,0.284460672875866
0.0905390377156436,0.110937059856951
0.0905527274589986,0.107053828891367
0.0905595750082284,0.355847257887945
0.090629332466051,0.600186251569539
0.0909608888905495,0.426630561240017
0.0911685219034553,0.174047875916585
0.0913169051054865,0.506316306767985
0.091401731595397,0.300110693555325
0.0916331566404551,0.199939494254068
0.0916922795586288,0.126630365848541
0.0917909457348287,0.879306918475777
0.0921486432198435,0.445532481186092
0.092220373917371,0.953353527700529
0.0922728984151036,0.304325444158167
0.0926503408700228,0.788958182092756
0.0927072775084525,0.693824627902359
0.0927447723224759,0.165603919187561
0.0929196537472308,0.0042892422061413
0.0931440012063831,0.90013985731639
0.0931895596440881,0.527301542460918
0.0936470513697714,0.850240274099633
0.0937589646782726,0.274984647287056
0.0939086256548762,0.115138834342361
0.0939941431861371,0.300074773142114
0.094131410587579,0.368380309548229
0.0941699489485472,0.910318799316883
0.0943151211831719,0.348499769810587
0.0949219709727913,0.338500027777627
0.0950196129269898,0.834273957414553
0.0954879838973284,0.337440112838522
0.0955399775411934,0.337459817295894
0.0955500043928623,0.358325066510588
0.0965084356721491,0.404102474451065
0.096523801330477,0.606135953683406
0.0970775063615292,0.0614089188165963
0.0973151107318699,0.3958638694603
0.0974415519740433,0.250910589005798
0.0975303212180734,0.610738881630823
0.0975775888655335,0.589187427423894
0.0975995268672705,0.0701343277469277
0.0979578504338861,0.633457595249638
0.0988338759634644,0.0874056741595268
0.0989431324414909,0.628461362561211
0.098996717017144,0.608452961780131
0.0990424633491784,0.584684241097421
0.0994801060296595,0.228367828996852
0.0997881540097296,0.607578670373187
0.0999930433463305,0.727616381598637
0.100192140322179,0.758790605701506
0.100520028499886,0.214766955934465
0.100847275462002,0.279926728224382
0.100965529447421,0.510935020167381
0.101161270868033,0.970026852330193
0.101208558538929,0.282310230890289
0.101305587915704,0.993925208225846
0.102286297595128,0.462294728960842
0.10272279009223,0.0677296770736575
0.102773018181324,0.185856752563268
0.102964010555297,0.386492981342599
0.103116380982101,0.962029633112252
0.103339574299753,0.943160776980221
0.10335364122875,0.666517862817273
0.103543828008696,0.837206707336009
0.10388421267271,0.208435257896781
0.103885342366993,0.262316499371082
0.103919177781791,0.600316947791725
0.104240047512576,0.808246608590707
0.104834224563092,0.530609978362918
0.10520326346159,0.600051693385467
0.105774133233354,0.773864241549745
0.105781944701448,0.165488834725693
0.105936935171485,0.160026971250772
0.106017547659576,0.786348317749798
0.106375142000616,0.0007589650340378
0.106720000505447,0.147171819582582
0.106721450341865,0.102735786233097
0.107364822179079,0.0824571456760168
0.107502233004197,0.821961346780881
0.107605411903933,0.0792463186662644
0.107753311982378,0.018064605537802
0.108052938012406,0.720080133294687
0.108453244669363,0.643461217638105
0.108551149256527,0.532439116388559
0.108578081475571,0.198199764825404
0.108725565718487,0.727633031317964
0.108731559943408,0.319716894067824
0.108830701094121,0.342745914589614
0.10931521654129,0.167352046119049
0.10940618510358,0.732103446731344
0.109679092885926,0.46900013810955
0.109748932998627,0.905194870196283
0.109855054644868,0.184232443105429
0.109910425497219,0.225790700642392
0.110013200668618,0.645805153995752
0.110917842248455,0.419537924462929
0.110981060890481,0.0350870899856091
0.111240144586191,0.271322158863768
0.111501529114321,0.154723649844527
0.111679586581886,0.396855956641957
0.112120163394138,0.99926192779094
0.112158530158922,0.269708954030648
0.112488062353805,0.621958987088874
0.112572496058419,0.443616466596723
0.112609492614865,0.347341844812036
0.112750724889338,0.579331841086969
0.112983917817473,0.218152332585305
0.113753460813314,0.750250121578574
0.113789921160787,0.97062702011317
0.113826437853277,0.661522693233565
0.113851224072278,0.717127435142174
0.114023378584534,0.772817333694547
0.114028471522033,0.498861125204712
0.114044671179727,0.508113108342513
0.114318234147504,0.818720703944564
0.114322295412421,0.531856790883467
0.114656694000587,0.696969575481489
0.114681107923388,0.189994296524674
0.114780493313447,0.719750162912533
0.114946370944381,0.0240301350131631
0.115025278180838,0.576345862122253
0.115064733661711,0.604615074815229
0.115196900907904,0.280934669775888
0.116320424713194,0.215143924579024
0.116336912615225,0.707655626349151
0.116478468291461,0.11528367549181
0.116679242579266,0.912589150015265
0.116736300755292,0.476067315321416
0.116800111485645,0.877481363713741
0.117101041600108,0.559123234590516
0.117169103818014,0.486226562643424
0.117208459647372,0.595855950145051
0.117374364985153,0.647930995095521
0.117441926617175,0.806081267306581
0.117532108910382,0.322486233897507
0.117533407872543,0.472267570439726
0.117642257362604,0.945181594463065
0.117696917615831,0.730653307633475
0.117814852623269,0.339464105898514
0.117815199540928,0.884394663386047
0.117986514465883,0.562497108709067
0.118226754013449,0.373055007774383
0.118263194337487,0.0499056577682495
0.118362801847979,0.787946613039821
0.11856429814361,0.418047331040725
0.118933249497786,0.0801525211427361
0.119087744504213,0.139519981574267
0.119321201695129,0.678984564263374
0.11945194285363,0.886194850085303
0.119454622501507,0.604459685040638
0.11961533757858,0.853207282489166
0.1196359237656,0.0319238330703229
0.119659790303558,0.576395996147767
0.119825307279825,0.794305925723165
0.120412179734558,0.0300316901411861
0.120419625658542,0.53600102593191
0.120474128285423,0.0577744718175381
0.12122305855155,0.846167214913294
0.121283202897757,0.754722385201603
0.121345657855272,0.379919985076413
0.121405269484967,0.2084724616725
0.121438449248672,0.208228723378852
0.121513483114541,0.813978126738221
0.121613131137565,0.439694346860051
0.121644483646378,0.362804370000958
0.121759537374601,0.233444337267429
0.122093013022095,0.576629565563053
0.122105982387438,0.610651152906939
0.122144748456776,0.730905195465311
0.122181138722226,0.608799858484417
0.122340640984476,0.786545999580994
0.12239030119963,0.133751293644309
0.122521739220247,0.211950426455587
0.122610273770988,0.851923343958333
0.12267631967552,0.834601759677753
0.12273303582333,0.176339752040803
0.122851046966389,0.526213437085971
0.122853758512065,0.636454544728622
0.123207567958161,0.484131806064397
0.123786531155929,0.194740227423608
0.123808278469369,0.527543897274882
0.123961753910407,0.941695499466732
0.124178066384047,0.360203062416986
0.124219089746475,0.25347127718851
0.124332843581215,0.3275524424389
0.124428389361128,0.873830007389188
0.125014551216736,0.478676888393238
0.125030091963708,0.904040584340692
0.12562548276037,0.290631311945617
0.1258641902823,0.919478807831183
0.125890915514901,0.724275909131393
0.125891530653462,0.864104415755719
0.126017093658447,0.758375246077776
0.126445619855076,0.943161768140271
0.127070070011541,0.168966782046482
0.127074843272567,0.0589403707999736
0.12721441173926,0.128134543541819
0.127305565867573,0.295292294584215
0.12730896146968,0.309662214480341
0.12736056628637,0.0494862422347069
0.127531887264922,0.367178049171343
0.127826195210218,0.807737780967727
0.127843904541805,0.34515588870272
0.127919901395217,0.0734239800367504
0.128000260796398,0.262684111017734
0.12828566133976,0.112610799958929
0.12875128723681,0.0464833269361407
0.128917820286006,0.0108688287436962
0.129192266380414,0.763404269702733
0.12942205555737,0.640977453906089
0.129495571833104,0.992475742008537
0.129929144633934,0.201298993779346
0.130154245300218,0.0568380581680685
0.130228529451415,0.773565220180899
0.130318283801898,0.791870282031596
0.130393081111833,0.0571483799722046
0.130411525024101,0.35988413868472
0.131150658708066,0.995806287741289
0.131382383406162,0.857972197700292
0.131426337175071,0.990028494037688
0.131521159317344,0.667777051450685
0.131845383206382,0.30066828452982
0.131969406269491,0.367601944599301
0.131984595675021,0.505222637671977
0.132127739489079,0.0284406132996082
0.132194053614512,0.918259628349915
0.132226454559714,0.777439057128504
0.132476827129722,0.768159442581236
0.132752374513075,0.959875842323527
0.132843464845791,0.476022762944922
0.133044476620853,0.965997582767159
0.133061970118433,0.0142812652047724
0.133291571866721,0.334642139496282
0.133475585607812,0.689719329588115
0.133500509429723,0.451305132824928
0.133592217927799,0.885637362021953
0.133755214279518,0.0778495187405497
0.133782734395936,0.273474813206121
0.134178583044559,0.0571760078892112
0.134422137169167,0.346790844108909
0.134629314765334,0.98592341132462
0.134689605794847,0.907809934811667
0.134716652333736,0.0832529515028
0.135249554878101,0.256818654714152
0.135572642553598,0.550065818475559
0.135623247129843,0.654481196310371
0.135896487394348,0.638608966721222
0.13590698549524,0.931390621233732
0.136297483695671,0.130133369704708
0.136734894942492,0.423313135746866
0.136955224210396,0.729055195115507
0.13728141807951,0.365286986809224
0.137817733921111,0.458558451617137
0.13811425678432,0.117599311284721
0.138596585253254,0.539808742469177
0.138810273259878,0.852574488380924
0.139056683517993,0.90325095388107
0.139065046096221,0.231975575909019
0.139231242937967,0.678389048203826
0.139327647630125,0.0810075730551034
0.139364822302014,0.990687023149803
0.139422366628423,0.121447637211531
0.139480910496786,0.799581318395212
0.139733225340024,0.763372006127611
0.139846774982288,0.744174727471545
0.139899695757777,0.791397165041417
0.140051621943712,0.0157348995562643
0.140171664999798,0.197965343715623
0.140656742267311,0.206539147999138
0.14075478259474,0.182647059671581
0.141194234369323,0.364795985398814
0.141296319896355,0.188343833200634
0.141346887685359,0.755050411215052
0.141368298791349,0.032134844455868
0.141672361642122,0.944923736387864
0.14207889419049,0.556440928252414
0.142228737240657,0.112183136399835
0.142233117017895,0.771288865944371
0.142285261768848,0.173936444567516
0.142386234598234,0.0661236906889826
0.142701992066577,0.0092891752719879
0.142815315630287,0.665343929547817
0.14291058992967,0.254985673585907
0.143320478266105,0.640969205182046
0.143581056501716,0.454496658872813
0.143635420594364,0.148333600023761
0.143732415977865,0.536874074023217
0.143768655601889,0.803012979449704
0.143980691209435,0.915247792145237
0.144089139066637,0.280750906327739
0.144160853466019,0.812438101042062
0.144199126167223,0.247366414405406
0.144442992284894,0.522319065639749
0.14445723942481,0.828866628697142
0.145387654891238,0.60816178098321
0.145504798740149,0.559750054264441
0.145536964293569,0.112590573960915
0.145555717172101,0.35021358425729
0.145639059133828,0.318355532363057
0.145717106992379,0.61034391913563
0.145730181830004,0.145080328220502
0.145801502978429,0.595260602654889
0.145957097178325,0.519071454647929
0.146506555611268,0.705974937882274
0.146688039414585,0.703550896374509
0.146839779568836,0.697341786464676
0.147418930428103,0.13803528342396
0.147458550520241,0.915127298096195
0.147482495987788,0.0949123033788055
0.14768041158095,0.132427490083501
0.147883356781676,0.414564622566104
0.148153126705438,0.459833085304126
0.148548696888611,0.915945633780211
0.148794632405043,0.373714444693178
0.148842973168939,0.419929008698091
0.148885593283921,0.454919036710635
0.149058564798906,0.778055892558768
0.149142186157405,0.818671201821417
0.149148404598236,0.703242920571938
0.149336772738025,0.626383727882057
0.149564702762291,0.701243968680501
0.149730279343203,0.528565676882863
0.14973176876083,0.825150240911171
0.150067867478356,0.59825599915348
0.150123172905296,0.35409276955761
0.150189962936565,0.218592918245122
0.150890163611621,0.721223444212228
0.151037852279842,0.850214247358963
0.151052686618641,0.496505254413933
0.151212361874059,0.526957077207044
0.151406060205773,0.975641757948324
0.151445864932612,0.532493499806151
0.151763699250296,0.640398983145133
0.151869275607169,0.547995000146329
0.152149660745636,0.187823061365634
0.15224564098753,0.607010895619169
0.152281301328912,0.310480233281851
0.15282531012781,0.223599101882428
0.153659268515185,0.0780326062813401
0.153935170732439,0.154073630925268
0.153992941370234,0.53529046382755
0.15428204392083,0.851668307092041
0.154418386518955,0.66260349447839
0.154518318828195,0.979430064558983
0.154519751900807,0.564500345150009
0.154542230768129,0.963037066860124
0.154550776351243,0.633956483798102
0.154819948133081,0.110032502096146
0.154841704759747,0.443572589894757
0.154860613169149,0.574251477373764
0.154963400447741,0.313287246972322
0.154974705306813,0.996032288996503
0.155008675763384,0.222391841700301
0.155344906961545,0.666426036506891
0.155415020184591,0.170173510909081
0.156080936780199,0.0954131807666272
0.15615518996492,0.928490626160055
0.156283817952499,0.434653049800545
0.156340891262516,0.109443071763963
0.15656916750595,0.260023122886196
0.156583311967552,0.973359344061464
0.156597094144672,0.56443672766909
0.156884564319626,0.393755767028779
0.156955152517185,0.379780665040016
0.157044276827946,0.601224854355678
0.157172052655369,0.361410847166553
0.157697980059311,0.972038177307695
0.157826377078891,0.940527027705684
0.15802051872015,0.389637643937022
0.158164765685797,0.0242290692403913
0.158180960454047,0.497401738539338
0.158661784837022,0.646315587917343
0.158725087996572,0.812230335781351
0.158763944171369,0.811352481599897
0.158895225729793,0.856591071235016
0.158914598636329,0.426449910039082
0.159158395137638,0.307850676355884
0.159235655562952,0.443503101123497
0.159587075933814,0.671492785681039
0.159772619605064,0.168011176167056
0.160049059661105,0.251079619862139
0.16074451780878,0.376857540104538
0.160979356383905,0.346605383791029
0.161056989105418,0.894389992114157
0.161222328431904,0.92140636453405
0.161328325979412,0.579510311596096
0.161388442618772,0.538007474271581
0.161890591261908,0.602517566177994
0.162848662817851,0.140423036878929
0.162936602719128,0.0020885609555989
0.163085721898824,0.454081576317549
0.163155077490956,0.0421444082167
0.16339627513662,0.435352004598826
0.16346497926861,0.856359633849934
0.163676447235048,0.709231024375185
0.163797006709501,0.586217812495306
0.16391318035312,0.847265528514981
0.163944305619225,0.749639895977452
0.163953648181632,0.0922204095404595
0.164636911358684,0.0366111996117979
0.165010703029111,0.933863735990599
0.165073784999549,0.961449479917064
0.165080418344587,0.0984789521899074
0.165161345386878,0.487765653524548
0.165244204923511,0.265132657485083
0.165257298387587,0.796694027027115
0.165476009016857,0.872142824111506
0.16573910554871,0.679339956725016
0.165860308567062,0.56513773300685
